SC3.SC3_35,SC3.SC3_34,SC3.SC3_33,SC3.SC3_32,SC3.SC3_31,SC3.SC3_30,SC3.SC3_29,SC3.SC3_28,SC3.SC3_27,SC3.SC3_26,SC3.SC3_25,SC3.SC3_24,SC3.SC3_23,SC3.SC3_22,SC3.SC3_21,SC3.SC3_20,SC3.SC3_19,SC3.SC3_18,SC3.SC3_17,SC3.SC3_16,SC3.SC3_15,SC3.SC3_14,SC3.SC3_13,SC3.SC3_12,SC3.SC3_11,SC3.SC3_10,SC3.SC3_9,SC3.SC3_8,SC3.SC3_7,SC3.SC3_6,SC3.SC3_5,SC3.SC3_4,SC3.SC3_3,SC3.SC3_2,SC3.SC3_1,SC3.SC3_0,UMAP_KMEANS.UMAP_KMEANS_35,UMAP_KMEANS.UMAP_KMEANS_34,UMAP_KMEANS.UMAP_KMEANS_33,UMAP_KMEANS.UMAP_KMEANS_32,UMAP_KMEANS.UMAP_KMEANS_31,UMAP_KMEANS.UMAP_KMEANS_30,UMAP_KMEANS.UMAP_KMEANS_29,UMAP_KMEANS.UMAP_KMEANS_28,UMAP_KMEANS.UMAP_KMEANS_27,UMAP_KMEANS.UMAP_KMEANS_26,UMAP_KMEANS.UMAP_KMEANS_25,UMAP_KMEANS.UMAP_KMEANS_24,UMAP_KMEANS.UMAP_KMEANS_23,UMAP_KMEANS.UMAP_KMEANS_22,UMAP_KMEANS.UMAP_KMEANS_21,UMAP_KMEANS.UMAP_KMEANS_20,UMAP_KMEANS.UMAP_KMEANS_19,UMAP_KMEANS.UMAP_KMEANS_18,UMAP_KMEANS.UMAP_KMEANS_17,UMAP_KMEANS.UMAP_KMEANS_16,UMAP_KMEANS.UMAP_KMEANS_15,UMAP_KMEANS.UMAP_KMEANS_14,UMAP_KMEANS.UMAP_KMEANS_13,UMAP_KMEANS.UMAP_KMEANS_12,UMAP_KMEANS.UMAP_KMEANS_11,UMAP_KMEANS.UMAP_KMEANS_10,UMAP_KMEANS.UMAP_KMEANS_9,UMAP_KMEANS.UMAP_KMEANS_8,UMAP_KMEANS.UMAP_KMEANS_7,UMAP_KMEANS.UMAP_KMEANS_6,UMAP_KMEANS.UMAP_KMEANS_5,UMAP_KMEANS.UMAP_KMEANS_4,UMAP_KMEANS.UMAP_KMEANS_3,UMAP_KMEANS.UMAP_KMEANS_2,UMAP_KMEANS.UMAP_KMEANS_1,UMAP_KMEANS.UMAP_KMEANS_0,TSNE_KMEANS.TSNE_KMEANS_35,TSNE_KMEANS.TSNE_KMEANS_34,TSNE_KMEANS.TSNE_KMEANS_33,TSNE_KMEANS.TSNE_KMEANS_32,TSNE_KMEANS.TSNE_KMEANS_31,TSNE_KMEANS.TSNE_KMEANS_30,TSNE_KMEANS.TSNE_KMEANS_29,TSNE_KMEANS.TSNE_KMEANS_28,TSNE_KMEANS.TSNE_KMEANS_27,TSNE_KMEANS.TSNE_KMEANS_26,TSNE_KMEANS.TSNE_KMEANS_25,TSNE_KMEANS.TSNE_KMEANS_24,TSNE_KMEANS.TSNE_KMEANS_23,TSNE_KMEANS.TSNE_KMEANS_22,TSNE_KMEANS.TSNE_KMEANS_21,TSNE_KMEANS.TSNE_KMEANS_20,TSNE_KMEANS.TSNE_KMEANS_19,TSNE_KMEANS.TSNE_KMEANS_18,TSNE_KMEANS.TSNE_KMEANS_17,TSNE_KMEANS.TSNE_KMEANS_16,TSNE_KMEANS.TSNE_KMEANS_15,TSNE_KMEANS.TSNE_KMEANS_14,TSNE_KMEANS.TSNE_KMEANS_13,TSNE_KMEANS.TSNE_KMEANS_12,TSNE_KMEANS.TSNE_KMEANS_11,TSNE_KMEANS.TSNE_KMEANS_10,TSNE_KMEANS.TSNE_KMEANS_9,TSNE_KMEANS.TSNE_KMEANS_8,TSNE_KMEANS.TSNE_KMEANS_7,TSNE_KMEANS.TSNE_KMEANS_6,TSNE_KMEANS.TSNE_KMEANS_5,TSNE_KMEANS.TSNE_KMEANS_4,TSNE_KMEANS.TSNE_KMEANS_3,TSNE_KMEANS.TSNE_KMEANS_2,TSNE_KMEANS.TSNE_KMEANS_1,TSNE_KMEANS.TSNE_KMEANS_0,cells
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,27,28,29,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,13,14,14,15,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,19,19,19,19,Cell1368
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,9,9,9,19,19,19,19,19,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,20,20,29,30,30,31,32,33,33,34,35,36,Cell1369
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,17,18,18,18,18,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,16,16,16,17,17,17,17,18,18,19,19,19,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,8,16,16,17,17,18,18,18,18,18,18,18,18,18,18,29,29,30,31,32,32,33,34,35,Cell137
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,26,27,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,9,9,9,19,19,19,19,19,19,27,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,17,18,18,18,18,28,Cell1370
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,26,27,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,10,10,11,31,32,33,34,35,36,37,38,39,40,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,18,19,19,19,20,20,20,20,21,21,21,21,21,21,22,23,23,24,24,24,Cell1371
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,27,28,29,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,16,16,22,23,23,23,24,25,25,26,26,26,27,28,29,29,29,30,31,32,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,9,9,23,24,24,25,25,26,27,27,27,27,28,29,30,30,31,31,32,Cell1372
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,Cell1373
1,1,1,1,1,1,4,5,5,5,5,6,7,7,8,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,12,1,1,1,2,2,2,2,3,3,3,3,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,5,6,7,7,8,9,9,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,Cell1374
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,14,1,1,1,1,1,1,1,2,11,11,11,11,11,12,13,13,13,13,13,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1,6,6,7,8,8,9,13,13,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,Cell1375
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,18,19,19,20,20,21,22,22,22,23,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1376
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,21,22,23,23,23,24,25,25,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,19,19,20,20,20,21,22,22,23,23,23,24,24,24,24,24,25,25,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,21,21,22,22,23,23,23,23,23,23,24,25,25,26,26,26,Cell1377
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1378
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,12,18,19,19,19,20,21,22,22,23,24,25,26,26,27,28,29,29,1,1,1,1,1,1,1,1,1,1,14,15,16,17,18,19,20,21,21,22,22,22,23,24,24,25,25,25,26,27,28,28,28,29,30,31,1,1,1,1,1,1,1,1,1,1,1,16,17,18,18,19,20,21,22,22,23,23,24,24,25,26,26,26,26,26,27,28,28,29,29,30,Cell1379
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,9,9,9,19,19,19,19,19,19,27,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,17,18,18,18,18,28,Cell138
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,13,14,15,16,17,18,18,18,19,19,19,20,21,21,22,22,22,23,26,26,26,26,27,28,29,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,18,19,19,19,20,20,20,20,21,21,21,21,21,21,22,23,23,24,24,24,Cell1380
2,2,3,3,3,3,3,4,4,4,4,5,6,6,7,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,5,6,6,6,7,7,7,7,7,7,8,9,9,9,9,9,10,10,10,10,11,11,12,12,12,12,12,12,12,12,12,12,12,4,4,4,5,5,5,6,7,7,8,8,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,Cell1381
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1382
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,19,20,20,21,21,21,22,22,22,22,22,23,23,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,25,25,25,25,25,26,27,27,28,28,29,Cell1383
1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,1,1,1,2,2,2,2,3,3,3,3,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,Cell1384
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,10,10,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,33,34,Cell1385
1,1,1,1,1,1,1,1,8,9,9,10,11,11,12,13,14,15,16,16,17,17,17,18,19,20,20,21,22,23,24,24,24,25,26,26,1,1,1,1,1,1,11,12,13,13,13,14,15,16,17,18,19,20,20,21,21,21,22,23,23,24,24,24,25,25,25,25,25,26,26,27,1,6,7,8,9,10,11,12,13,14,15,15,16,17,17,18,19,20,21,21,22,22,23,23,24,24,24,24,24,24,25,26,26,27,27,27,Cell1386
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,Cell1387
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,18,19,19,20,20,21,22,22,22,23,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,5,5,5,5,5,5,5,5,30,31,32,33,33,34,35,36,37,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,Cell1388
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34,35,36,37,38,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,33,34,Cell1389
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,9,9,9,19,19,19,19,19,19,19,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Cell139
1,1,1,1,1,1,1,1,8,9,9,10,11,11,12,13,14,15,16,16,17,17,17,18,19,20,20,21,22,23,24,24,24,25,26,26,1,1,1,1,1,1,11,12,13,13,13,14,15,16,17,18,19,20,20,21,21,21,22,23,23,24,24,24,25,25,25,25,25,26,26,27,1,6,7,8,9,10,11,12,13,14,15,15,16,17,17,18,19,20,21,21,22,22,23,23,24,24,24,24,24,24,25,26,26,27,27,27,Cell1390
1,1,1,1,1,1,1,1,1,6,6,7,8,8,9,10,10,10,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,21,21,22,22,23,23,23,23,23,23,24,25,25,26,26,26,Cell1391
1,1,1,1,1,1,1,1,8,9,9,10,11,12,13,14,15,16,17,17,18,18,18,19,20,21,21,22,23,24,25,25,26,27,28,28,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Cell1392
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,26,27,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,9,9,9,19,19,19,19,19,19,27,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,17,18,18,18,18,28,Cell1393
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,21,22,23,23,23,24,25,25,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,19,19,20,20,20,21,22,22,23,23,23,24,24,24,24,24,25,25,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,21,21,22,22,23,23,23,23,23,23,24,25,25,26,26,26,Cell1394
1,1,2,2,2,2,2,2,2,2,2,3,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,3,3,3,4,4,4,4,5,5,5,5,5,5,6,7,7,7,7,7,8,8,8,8,8,29,30,30,31,32,33,34,35,36,37,38,39,3,3,3,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,Cell1395
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,12,12,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,17,18,18,18,18,28,Cell1396
3,3,4,4,4,4,5,6,6,7,7,8,9,9,10,11,12,13,14,14,15,15,15,16,16,16,16,17,17,18,19,19,19,20,21,21,5,6,7,8,9,9,9,10,10,10,10,10,10,11,12,12,12,12,12,13,13,13,13,14,14,15,15,15,15,15,15,15,15,15,15,15,5,5,6,7,8,9,10,11,11,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,Cell1397
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,18,18,19,19,20,21,21,21,22,23,23,1,1,1,1,1,1,1,1,1,1,1,13,14,15,16,17,18,18,18,19,19,19,20,21,21,22,22,22,23,26,26,26,26,27,28,29,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,18,19,19,19,20,20,20,20,21,21,21,21,21,21,22,23,23,24,24,24,Cell1398
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34,35,36,37,38,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,Cell1399
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell14
1,1,1,1,1,1,4,5,5,5,5,6,7,7,8,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,12,1,5,5,6,7,7,7,8,8,8,8,8,8,9,10,10,10,10,10,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,1,1,5,6,7,7,8,9,9,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,Cell140
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cell1400
1,1,1,1,1,1,1,1,1,6,6,7,8,8,9,10,10,10,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,2,2,6,7,8,8,8,9,9,9,9,9,9,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,1,1,1,1,6,8,9,10,10,11,11,11,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,Cell1401
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,12,12,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,14,14,14,14,15,15,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,Cell1402
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,11,11,11,11,11,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,19,20,20,21,21,21,22,22,22,22,22,23,23,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,20,20,20,20,20,20,21,22,22,22,22,22,Cell1403
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,14,1,1,1,1,1,1,1,2,11,11,11,11,11,12,13,13,13,13,13,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1,6,6,7,8,8,9,13,13,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,Cell1404
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,9,9,23,24,24,25,25,26,27,27,27,27,28,29,30,30,31,31,32,Cell1405
1,1,1,1,1,1,4,5,5,5,5,6,7,7,8,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,12,1,5,5,6,7,7,7,8,8,8,8,8,8,9,10,10,10,10,10,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,1,1,5,6,7,7,8,9,9,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,Cell1406
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,21,22,23,23,23,24,25,25,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,19,19,20,20,20,21,22,22,23,23,23,24,24,24,24,24,25,25,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,21,21,22,22,23,23,23,23,23,23,24,25,25,26,26,26,Cell1407
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,5,5,5,6,6,6,6,6,6,7,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,1,1,1,3,3,3,5,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,Cell1408
1,1,1,1,1,1,4,5,5,5,5,6,7,7,8,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,12,1,5,5,6,7,7,7,8,8,8,8,8,8,9,10,10,10,10,10,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,1,1,5,6,7,7,8,9,9,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,Cell1409
1,1,1,1,1,1,1,1,8,9,9,10,11,11,12,13,14,15,16,16,17,17,17,18,19,20,20,21,22,23,24,24,24,25,26,26,1,1,1,1,1,1,11,12,13,13,13,14,15,16,17,18,19,20,20,21,21,21,22,23,23,24,24,24,25,25,25,25,25,26,26,27,1,6,7,8,9,10,11,12,13,14,15,15,16,17,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,Cell141
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,14,1,1,1,1,1,1,1,2,11,11,11,11,11,12,13,13,13,13,13,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1,6,6,7,8,8,9,13,13,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,27,28,29,29,30,30,31,Cell1410
3,3,4,4,4,4,5,6,6,7,7,8,9,9,10,11,12,13,14,14,15,15,15,16,16,16,16,17,17,18,19,19,19,20,21,21,5,6,7,8,9,9,9,10,10,10,10,10,13,14,15,16,17,17,17,18,18,18,18,19,19,20,20,20,21,21,21,21,21,22,22,22,5,5,6,7,8,9,10,11,11,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,Cell1411
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,21,22,23,23,23,24,25,25,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,19,19,20,20,20,21,22,22,23,23,23,24,24,24,24,24,25,25,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,21,21,22,22,23,23,23,23,23,23,24,25,25,26,26,26,Cell1412
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,14,1,1,1,1,1,1,1,2,11,11,11,11,11,12,13,13,13,13,13,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1,6,6,7,8,8,9,13,13,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,27,28,29,29,30,30,31,Cell1413
2,2,3,3,3,3,3,4,4,4,4,5,6,6,7,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,5,6,6,6,7,7,7,7,7,7,8,9,9,9,9,9,10,10,10,10,11,11,12,12,12,12,12,12,12,12,12,12,12,4,4,4,5,5,5,6,7,7,8,8,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,Cell1415
